# freq_THz  G_total  G_In  G_Se
# MD-derived velocity power spectrum. Common normalization: integral(G_total) = 3*primitive_atoms.
# mass_weighted=True; primitive_atoms=4; block_duration_ps=16.38400000; df_THz=0.06103516; total_equals_sum_of_partials=True
4.3005371094e+02 4.3175510891e-14 2.3892647952e-14 1.9282862939e-14
4.3011474609e+02 4.3433571113e-14 2.4003410385e-14 1.9430160727e-14
4.3017578125e+02 4.3434338630e-14 2.3888191013e-14 1.9546147617e-14
4.3023681641e+02 4.3400433417e-14 2.3945253690e-14 1.9455179727e-14
4.3029785156e+02 4.3470573913e-14 2.4060568084e-14 1.9410005828e-14
4.3035888672e+02 4.3252157335e-14 2.3915993663e-14 1.9336163673e-14
4.3041992188e+02 4.3346810408e-14 2.4069761084e-14 1.9277049324e-14
4.3048095703e+02 4.3449510098e-14 2.4054789397e-14 1.9394720701e-14
4.3054199219e+02 4.3494443225e-14 2.3947766516e-14 1.9546676708e-14
4.3060302734e+02 4.3417325121e-14 2.3955404108e-14 1.9461921013e-14
4.3066406250e+02 4.3163898529e-14 2.3854771069e-14 1.9309127460e-14
4.3072509766e+02 4.3165877599e-14 2.3718343506e-14 1.9447534093e-14
4.3078613281e+02 4.3435101240e-14 2.3958821411e-14 1.9476279830e-14
4.3084716797e+02 4.3592207995e-14 2.4098450881e-14 1.9493757114e-14
4.3090820312e+02 4.3576937838e-14 2.4080644400e-14 1.9496293438e-14
4.3096923828e+02 4.3525277071e-14 2.4164449481e-14 1.9360827590e-14
4.3103027344e+02 4.3532755907e-14 2.4108295300e-14 1.9424460607e-14
4.3109130859e+02 4.3347123847e-14 2.3984717885e-14 1.9362405962e-14
4.3115234375e+02 4.3133666875e-14 2.3891952249e-14 1.9241714626e-14
4.3121337891e+02 4.3244187356e-14 2.4121743658e-14 1.9122443697e-14
4.3127441406e+02 4.3457142904e-14 2.4216081567e-14 1.9241061336e-14
4.3133544922e+02 4.3435717781e-14 2.4062078750e-14 1.9373639032e-14
4.3139648438e+02 4.3340011747e-14 2.3987634452e-14 1.9352377295e-14
4.3145751953e+02 4.3271971293e-14 2.3893967680e-14 1.9378003614e-14
4.3151855469e+02 4.3191635564e-14 2.3829854328e-14 1.9361781236e-14
4.3157958984e+02 4.3334734795e-14 2.3976122104e-14 1.9358612690e-14
4.3164062500e+02 4.3433827516e-14 2.4014320752e-14 1.9419506764e-14
4.3170166016e+02 4.3556695422e-14 2.3994357433e-14 1.9562337988e-14
4.3176269531e+02 4.3522458921e-14 2.4037901575e-14 1.9484557347e-14
4.3182373047e+02 4.3458190663e-14 2.3916565381e-14 1.9541625282e-14
4.3188476562e+02 4.3387037940e-14 2.3932512821e-14 1.9454525120e-14
4.3194580078e+02 4.3302829480e-14 2.3939183625e-14 1.9363645854e-14
4.3200683594e+02 4.3202344016e-14 2.3904082877e-14 1.9298261140e-14
4.3206787109e+02 4.3284502188e-14 2.3848054238e-14 1.9436447950e-14
4.3212890625e+02 4.3273558981e-14 2.3933441700e-14 1.9340117281e-14
4.3218994141e+02 4.3193338200e-14 2.3776490158e-14 1.9416848042e-14
4.3225097656e+02 4.3177583636e-14 2.3692049817e-14 1.9485533819e-14
4.3231201172e+02 4.3418197988e-14 2.3817680769e-14 1.9600517219e-14
4.3237304688e+02 4.3466388509e-14 2.3894514360e-14 1.9571874149e-14
4.3243408203e+02 4.3530843481e-14 2.3953143185e-14 1.9577700296e-14
4.3249511719e+02 4.3375679535e-14 2.3874974095e-14 1.9500705440e-14
4.3255615234e+02 4.3308968002e-14 2.3786680515e-14 1.9522287487e-14
4.3261718750e+02 4.3367277693e-14 2.3894157194e-14 1.9473120500e-14
4.3267822266e+02 4.3435364332e-14 2.4026369042e-14 1.9408995290e-14
4.3273925781e+02 4.3308014059e-14 2.4001472053e-14 1.9306542006e-14
4.3280029297e+02 4.3467004993e-14 2.3973767095e-14 1.9493237899e-14
4.3286132812e+02 4.3406791573e-14 2.3955893395e-14 1.9450898178e-14
4.3292236328e+02 4.3373510419e-14 2.4073694733e-14 1.9299815686e-14
4.3298339844e+02 4.3324032422e-14 2.3985667486e-14 1.9338364936e-14
4.3304443359e+02 4.3059506847e-14 2.3802210754e-14 1.9257296093e-14
4.3310546875e+02 4.3127383410e-14 2.3839128143e-14 1.9288255266e-14
4.3316650391e+02 4.3370526590e-14 2.4030372045e-14 1.9340154545e-14
4.3322753906e+02 4.3470729492e-14 2.4068849260e-14 1.9401880232e-14
4.3328857422e+02 4.3347684078e-14 2.3895555721e-14 1.9452128358e-14
4.3334960938e+02 4.3230474561e-14 2.3783394909e-14 1.9447079653e-14
4.3341064453e+02 4.3200834388e-14 2.3843867559e-14 1.9356966829e-14
4.3347167969e+02 4.3374709063e-14 2.3905678183e-14 1.9469030880e-14
4.3353271484e+02 4.3650842913e-14 2.4077141657e-14 1.9573701256e-14
4.3359375000e+02 4.3587918533e-14 2.3961661794e-14 1.9626256739e-14
4.3365478516e+02 4.3412236434e-14 2.3785465177e-14 1.9626771257e-14
4.3371582031e+02 4.3319160458e-14 2.3925480981e-14 1.9393679476e-14
4.3377685547e+02 4.3432895911e-14 2.4046928283e-14 1.9385967628e-14
4.3383789062e+02 4.3355739833e-14 2.3871540279e-14 1.9484199554e-14
4.3389892578e+02 4.3306133159e-14 2.3833115852e-14 1.9473017308e-14
4.3395996094e+02 4.3354025516e-14 2.3966057421e-14 1.9387968095e-14
4.3402099609e+02 4.3532835539e-14 2.4132954235e-14 1.9399881303e-14
4.3408203125e+02 4.3451831026e-14 2.3984174624e-14 1.9467656403e-14
4.3414306641e+02 4.3515781467e-14 2.3935511066e-14 1.9580270401e-14
4.3420410156e+02 4.3509154097e-14 2.3984458961e-14 1.9524695136e-14
4.3426513672e+02 4.3427458045e-14 2.4013862718e-14 1.9413595327e-14
4.3432617188e+02 4.3364519715e-14 2.4064078837e-14 1.9300440877e-14
4.3438720703e+02 4.3307946236e-14 2.4015159437e-14 1.9292786800e-14
4.3444824219e+02 4.3394836058e-14 2.4038779624e-14 1.9356056434e-14
4.3450927734e+02 4.3601067760e-14 2.4068857723e-14 1.9532210037e-14
4.3457031250e+02 4.3387694175e-14 2.3845691986e-14 1.9542002190e-14
4.3463134766e+02 4.2998001949e-14 2.3710740526e-14 1.9287261423e-14
4.3469238281e+02 4.3161730476e-14 2.3698727588e-14 1.9463002888e-14
4.3475341797e+02 4.3240717111e-14 2.3755641683e-14 1.9485075428e-14
4.3481445312e+02 4.3096387758e-14 2.3821764825e-14 1.9274622932e-14
4.3487548828e+02 4.3093412289e-14 2.3837274506e-14 1.9256137783e-14
4.3493652344e+02 4.3390088355e-14 2.3918903942e-14 1.9471184413e-14
4.3499755859e+02 4.3295077909e-14 2.3877250596e-14 1.9417827313e-14
4.3505859375e+02 4.3337698090e-14 2.3902824960e-14 1.9434873130e-14
4.3511962891e+02 4.3291043655e-14 2.3838899442e-14 1.9452144214e-14
4.3518066406e+02 4.3245524806e-14 2.3814763271e-14 1.9430761534e-14
4.3524169922e+02 4.3344257561e-14 2.3899690671e-14 1.9444566890e-14
4.3530273438e+02 4.3324333527e-14 2.3889301482e-14 1.9435032045e-14
4.3536376953e+02 4.3357845792e-14 2.3995665149e-14 1.9362180643e-14
4.3542480469e+02 4.3474093120e-14 2.4116384628e-14 1.9357708493e-14
4.3548583984e+02 4.3305151295e-14 2.3967744934e-14 1.9337406361e-14
4.3554687500e+02 4.3114033271e-14 2.3744008665e-14 1.9370024606e-14
4.3560791016e+02 4.3377644730e-14 2.4014430352e-14 1.9363214378e-14
4.3566894531e+02 4.3457817719e-14 2.4068570783e-14 1.9389246936e-14
4.3572998047e+02 4.3272926830e-14 2.3930841989e-14 1.9342084841e-14
4.3579101562e+02 4.3112499243e-14 2.3842067180e-14 1.9270432064e-14
4.3585205078e+02 4.3193904053e-14 2.3829012551e-14 1.9364891501e-14
4.3591308594e+02 4.3199574922e-14 2.3828161054e-14 1.9371413868e-14
4.3597412109e+02 4.3421527820e-14 2.4031300496e-14 1.9390227324e-14
4.3603515625e+02 4.3370380539e-14 2.3891443802e-14 1.9478936737e-14
4.3609619141e+02 4.3487152047e-14 2.3903041963e-14 1.9584110084e-14
4.3615722656e+02 4.3434900965e-14 2.3958776949e-14 1.9476124016e-14
4.3621826172e+02 4.3279431105e-14 2.3905364946e-14 1.9374066160e-14
4.3627929688e+02 4.3268833120e-14 2.3856131763e-14 1.9412701357e-14
4.3634033203e+02 4.3393486926e-14 2.3914713289e-14 1.9478773637e-14
4.3640136719e+02 4.3254420097e-14 2.3883588052e-14 1.9370832046e-14
4.3646240234e+02 4.3343506050e-14 2.3911023771e-14 1.9432482278e-14
4.3652343750e+02 4.3454915922e-14 2.3939371125e-14 1.9515544797e-14
4.3658447266e+02 4.3561532424e-14 2.3981613573e-14 1.9579918850e-14
4.3664550781e+02 4.3234943920e-14 2.3774094582e-14 1.9460849338e-14
4.3670654297e+02 4.3217278291e-14 2.3828187399e-14 1.9389090893e-14
4.3676757812e+02 4.3192950329e-14 2.3842366975e-14 1.9350583354e-14
4.3682861328e+02 4.3067900666e-14 2.3796025770e-14 1.9271874897e-14
4.3688964844e+02 4.3043710573e-14 2.3828946556e-14 1.9214764017e-14
4.3695068359e+02 4.3308940524e-14 2.3952142452e-14 1.9356798071e-14
4.3701171875e+02 4.3444948595e-14 2.3961538136e-14 1.9483410459e-14
4.3707275391e+02 4.3450981203e-14 2.3986487117e-14 1.9464494086e-14
4.3713378906e+02 4.3619334593e-14 2.4015174777e-14 1.9604159816e-14
4.3719482422e+02 4.3416458738e-14 2.3919625280e-14 1.9496833457e-14
4.3725585938e+02 4.3332452805e-14 2.3846893734e-14 1.9485559071e-14
4.3731689453e+02 4.3331328688e-14 2.3905898978e-14 1.9425429710e-14
4.3737792969e+02 4.3273832955e-14 2.3853200880e-14 1.9420632075e-14
4.3743896484e+02 4.3228258291e-14 2.3761541467e-14 1.9466716824e-14
4.3750000000e+02 4.3146425068e-14 2.3697435953e-14 1.9448989115e-14
4.3756103516e+02 4.3215503897e-14 2.3874537123e-14 1.9340966774e-14
4.3762207031e+02 4.3478671974e-14 2.4014294335e-14 1.9464377639e-14
4.3768310547e+02 4.3307744571e-14 2.3891562468e-14 1.9416182103e-14
4.3774414062e+02 4.3357821053e-14 2.3858059917e-14 1.9499761136e-14
4.3780517578e+02 4.3226342941e-14 2.3894352483e-14 1.9331990459e-14
4.3786621094e+02 4.3330554497e-14 2.4134376802e-14 1.9196177695e-14
4.3792724609e+02 4.3161596025e-14 2.3929048028e-14 1.9232547997e-14
4.3798828125e+02 4.3203603714e-14 2.3897097364e-14 1.9306506349e-14
4.3804931641e+02 4.3090908916e-14 2.3837200650e-14 1.9253708265e-14
4.3811035156e+02 4.3115532178e-14 2.3842624108e-14 1.9272908069e-14
4.3817138672e+02 4.3276173342e-14 2.3916370637e-14 1.9359802705e-14
4.3823242188e+02 4.3356164399e-14 2.3947965977e-14 1.9408198422e-14
4.3829345703e+02 4.3186545892e-14 2.3894534317e-14 1.9292011575e-14
4.3835449219e+02 4.3103345136e-14 2.3834355081e-14 1.9268990055e-14
4.3841552734e+02 4.3172205642e-14 2.3887570202e-14 1.9284635439e-14
4.3847656250e+02 4.3348129193e-14 2.3928972505e-14 1.9419156688e-14
4.3853759766e+02 4.3362781400e-14 2.3992187451e-14 1.9370593950e-14
4.3859863281e+02 4.3388992394e-14 2.3964902752e-14 1.9424089641e-14
4.3865966797e+02 4.3342967398e-14 2.3878291678e-14 1.9464675720e-14
4.3872070312e+02 4.3128660728e-14 2.3649878450e-14 1.9478782278e-14
4.3878173828e+02 4.3194001596e-14 2.3803201695e-14 1.9390799901e-14
4.3884277344e+02 4.3362359661e-14 2.3945752686e-14 1.9416606975e-14
4.3890380859e+02 4.3273862491e-14 2.3749451840e-14 1.9524410651e-14
4.3896484375e+02 4.3375712498e-14 2.3847200312e-14 1.9528512185e-14
4.3902587891e+02 4.3420752246e-14 2.3910203062e-14 1.9510549185e-14
4.3908691406e+02 4.3352306443e-14 2.3961811160e-14 1.9390495283e-14
4.3914794922e+02 4.3210565058e-14 2.3858170951e-14 1.9352394106e-14
4.3920898438e+02 4.2917457622e-14 2.3525680012e-14 1.9391777610e-14
4.3927001953e+02 4.3079550772e-14 2.3621028878e-14 1.9458521894e-14
4.3933105469e+02 4.3274873642e-14 2.3862034744e-14 1.9412838898e-14
4.3939208984e+02 4.3127669863e-14 2.3749971578e-14 1.9377698284e-14
4.3945312500e+02 4.3357901528e-14 2.3901590193e-14 1.9456311334e-14
4.3951416016e+02 4.3272647403e-14 2.3904132776e-14 1.9368514627e-14
4.3957519531e+02 4.3225208451e-14 2.3870382085e-14 1.9354826366e-14
4.3963623047e+02 4.3270721530e-14 2.3871397849e-14 1.9399323681e-14
4.3969726562e+02 4.3273399535e-14 2.3812532712e-14 1.9460866823e-14
4.3975830078e+02 4.3136742376e-14 2.3893079562e-14 1.9243662814e-14
4.3981933594e+02 4.3078691695e-14 2.3963028228e-14 1.9115663467e-14
4.3988037109e+02 4.3107828600e-14 2.3781873897e-14 1.9325954703e-14
4.3994140625e+02 4.2884114871e-14 2.3670356098e-14 1.9213758773e-14
4.4000244141e+02 4.2944957270e-14 2.3664667580e-14 1.9280289690e-14
4.4006347656e+02 4.3112930721e-14 2.3699300553e-14 1.9413630168e-14
4.4012451172e+02 4.3232297493e-14 2.3884952950e-14 1.9347344543e-14
4.4018554688e+02 4.3246324238e-14 2.3906793578e-14 1.9339530660e-14
4.4024658203e+02 4.3133498874e-14 2.3892666321e-14 1.9240832553e-14
4.4030761719e+02 4.3251870460e-14 2.4027250529e-14 1.9224619931e-14
4.4036865234e+02 4.3525043176e-14 2.4140537432e-14 1.9384505744e-14
4.4042968750e+02 4.3640285974e-14 2.4065979050e-14 1.9574306923e-14
4.4049072266e+02 4.3456460235e-14 2.4023802047e-14 1.9432658187e-14
4.4055175781e+02 4.3038689610e-14 2.3820517853e-14 1.9218171757e-14
4.4061279297e+02 4.3227657747e-14 2.3870153152e-14 1.9357504595e-14
4.4067382812e+02 4.3207204301e-14 2.3864403773e-14 1.9342800528e-14
4.4073486328e+02 4.3015273696e-14 2.3753476170e-14 1.9261797526e-14
4.4079589844e+02 4.3000326143e-14 2.3781137015e-14 1.9219189128e-14
4.4085693359e+02 4.3160186564e-14 2.3894536298e-14 1.9265650265e-14
4.4091796875e+02 4.3476164519e-14 2.4112542034e-14 1.9363622485e-14
4.4097900391e+02 4.3535319215e-14 2.4062012090e-14 1.9473307124e-14
4.4104003906e+02 4.3358567332e-14 2.4032549660e-14 1.9326017673e-14
4.4110107422e+02 4.3215669931e-14 2.3994909624e-14 1.9220760308e-14
4.4116210938e+02 4.3051059742e-14 2.3852632916e-14 1.9198426826e-14
4.4122314453e+02 4.3100763785e-14 2.3839408966e-14 1.9261354819e-14
4.4128417969e+02 4.3292848747e-14 2.3945734213e-14 1.9347114534e-14
4.4134521484e+02 4.3414921410e-14 2.4056242811e-14 1.9358678600e-14
4.4140625000e+02 4.3452643150e-14 2.4009166520e-14 1.9443476630e-14
4.4146728516e+02 4.3211080248e-14 2.3859932243e-14 1.9351148005e-14
4.4152832031e+02 4.3402029791e-14 2.4018596312e-14 1.9383433479e-14
4.4158935547e+02 4.3394839606e-14 2.3906695268e-14 1.9488144338e-14
4.4165039062e+02 4.3306906476e-14 2.3885569341e-14 1.9421337134e-14
4.4171142578e+02 4.3407280470e-14 2.3960710108e-14 1.9446570361e-14
4.4177246094e+02 4.3221482538e-14 2.3882637806e-14 1.9338844731e-14
4.4183349609e+02 4.3160962297e-14 2.3859829796e-14 1.9301132501e-14
4.4189453125e+02 4.2952534499e-14 2.3836889449e-14 1.9115645050e-14
4.4195556641e+02 4.2944937456e-14 2.3840842413e-14 1.9104095043e-14
4.4201660156e+02 4.3148514735e-14 2.3966431009e-14 1.9182083726e-14
4.4207763672e+02 4.3066030398e-14 2.3821453921e-14 1.9244576477e-14
4.4213867188e+02 4.3054886555e-14 2.3745581812e-14 1.9309304743e-14
4.4219970703e+02 4.3153599600e-14 2.3809233162e-14 1.9344366438e-14
4.4226074219e+02 4.3196084169e-14 2.3968426234e-14 1.9227657935e-14
4.4232177734e+02 4.3339914121e-14 2.4026212044e-14 1.9313702077e-14
4.4238281250e+02 4.3497880677e-14 2.4116670705e-14 1.9381209972e-14
4.4244384766e+02 4.3106196785e-14 2.3984485110e-14 1.9121711675e-14
4.4250488281e+02 4.3055955242e-14 2.3852602030e-14 1.9203353212e-14
4.4256591797e+02 4.3147289971e-14 2.3884617727e-14 1.9262672244e-14
4.4262695312e+02 4.3286965362e-14 2.3987804570e-14 1.9299160792e-14
4.4268798828e+02 4.3448109391e-14 2.4094669313e-14 1.9353440078e-14
4.4274902344e+02 4.3114923907e-14 2.3814105731e-14 1.9300818176e-14
4.4281005859e+02 4.3070132807e-14 2.3779083629e-14 1.9291049178e-14
4.4287109375e+02 4.3047862071e-14 2.3797847413e-14 1.9250014658e-14
4.4293212891e+02 4.3122202661e-14 2.3896118935e-14 1.9226083726e-14
4.4299316406e+02 4.3211605441e-14 2.3875589984e-14 1.9336015458e-14
4.4305419922e+02 4.3046770746e-14 2.3748763972e-14 1.9298006774e-14
4.4311523438e+02 4.3062681796e-14 2.3711597196e-14 1.9351084600e-14
4.4317626953e+02 4.3296262688e-14 2.3910245797e-14 1.9386016891e-14
4.4323730469e+02 4.3123543405e-14 2.3850436473e-14 1.9273106932e-14
4.4329833984e+02 4.3114688508e-14 2.3798428924e-14 1.9316259584e-14
4.4335937500e+02 4.3141691768e-14 2.3775525617e-14 1.9366166151e-14
4.4342041016e+02 4.3058716112e-14 2.3729619165e-14 1.9329096947e-14
4.4348144531e+02 4.3034420508e-14 2.3807197342e-14 1.9227223166e-14
4.4354248047e+02 4.3052875216e-14 2.3839211202e-14 1.9213664014e-14
4.4360351562e+02 4.3082477032e-14 2.3810235638e-14 1.9272241394e-14
4.4366455078e+02 4.3237745236e-14 2.3830815540e-14 1.9406929696e-14
4.4372558594e+02 4.3144801963e-14 2.3785956305e-14 1.9358845658e-14
4.4378662109e+02 4.3139385031e-14 2.3754564970e-14 1.9384820062e-14
4.4384765625e+02 4.2926784077e-14 2.3676976713e-14 1.9249807364e-14
4.4390869141e+02 4.2779178492e-14 2.3619278466e-14 1.9159900026e-14
4.4396972656e+02 4.2859747580e-14 2.3661196616e-14 1.9198550964e-14
4.4403076172e+02 4.2974902083e-14 2.3714787917e-14 1.9260114167e-14
4.4409179688e+02 4.3213536687e-14 2.3834768189e-14 1.9378768498e-14
4.4415283203e+02 4.3378294706e-14 2.3995094077e-14 1.9383200629e-14
4.4421386719e+02 4.3444794940e-14 2.3918375324e-14 1.9526419615e-14
4.4427490234e+02 4.3226328398e-14 2.3800817218e-14 1.9425511181e-14
4.4433593750e+02 4.3146979108e-14 2.3776461317e-14 1.9370517790e-14
4.4439697266e+02 4.3176028917e-14 2.3836685366e-14 1.9339343550e-14
4.4445800781e+02 4.3122367785e-14 2.3839840196e-14 1.9282527589e-14
4.4451904297e+02 4.3343065643e-14 2.3887484119e-14 1.9455581524e-14
4.4458007812e+02 4.3105383602e-14 2.3656897290e-14 1.9448486312e-14
4.4464111328e+02 4.3153393056e-14 2.3828778446e-14 1.9324614610e-14
4.4470214844e+02 4.3007044621e-14 2.3789446669e-14 1.9217597952e-14
4.4476318359e+02 4.3073860744e-14 2.3846360930e-14 1.9227499815e-14
4.4482421875e+02 4.3248057423e-14 2.4001103954e-14 1.9246953469e-14
4.4488525391e+02 4.3161882335e-14 2.3783232608e-14 1.9378649727e-14
4.4494628906e+02 4.3213820031e-14 2.3829477305e-14 1.9384342725e-14
4.4500732422e+02 4.3148083062e-14 2.3870075665e-14 1.9278007397e-14
4.4506835938e+02 4.3074875249e-14 2.3801330017e-14 1.9273545231e-14
4.4512939453e+02 4.3185342273e-14 2.3914839709e-14 1.9270502564e-14
4.4519042969e+02 4.3108997622e-14 2.3856481944e-14 1.9252515678e-14
4.4525146484e+02 4.3074485232e-14 2.3746745349e-14 1.9327739884e-14
4.4531250000e+02 4.3223959795e-14 2.3952425140e-14 1.9271534655e-14
4.4537353516e+02 4.3371860094e-14 2.3934336550e-14 1.9437523544e-14
4.4543457031e+02 4.3247363429e-14 2.3900513696e-14 1.9346849733e-14
4.4549560547e+02 4.3211376712e-14 2.3993208487e-14 1.9218168225e-14
4.4555664062e+02 4.3229641140e-14 2.3884103018e-14 1.9345538122e-14
4.4561767578e+02 4.3109382527e-14 2.3799221249e-14 1.9310161278e-14
4.4567871094e+02 4.2960095150e-14 2.3784675047e-14 1.9175420104e-14
4.4573974609e+02 4.2916436024e-14 2.3587615219e-14 1.9328820805e-14
4.4580078125e+02 4.2958317025e-14 2.3677897028e-14 1.9280419997e-14
4.4586181641e+02 4.3003998117e-14 2.3807814473e-14 1.9196183644e-14
4.4592285156e+02 4.3100223146e-14 2.3929376913e-14 1.9170846233e-14
4.4598388672e+02 4.3099010041e-14 2.3908138905e-14 1.9190871136e-14
4.4604492188e+02 4.3003525359e-14 2.3844672733e-14 1.9158852626e-14
4.4610595703e+02 4.3114837299e-14 2.3922115941e-14 1.9192721358e-14
4.4616699219e+02 4.3069876982e-14 2.3849665081e-14 1.9220211901e-14
4.4622802734e+02 4.2967734512e-14 2.3760330377e-14 1.9207404135e-14
4.4628906250e+02 4.3157480777e-14 2.3765815359e-14 1.9391665417e-14
4.4635009766e+02 4.3139370119e-14 2.3807805282e-14 1.9331564837e-14
4.4641113281e+02 4.3024772485e-14 2.3871455188e-14 1.9153317297e-14
4.4647216797e+02 4.3258210703e-14 2.4065169745e-14 1.9193040959e-14
4.4653320312e+02 4.3206061419e-14 2.4001403440e-14 1.9204657980e-14
4.4659423828e+02 4.3345495106e-14 2.4062370768e-14 1.9283124337e-14
4.4665527344e+02 4.3454581096e-14 2.4099109731e-14 1.9355471365e-14
4.4671630859e+02 4.3351835148e-14 2.3980056603e-14 1.9371778544e-14
4.4677734375e+02 4.3262632062e-14 2.3845992450e-14 1.9416639611e-14
4.4683837891e+02 4.3020761476e-14 2.3740589745e-14 1.9280171730e-14
4.4689941406e+02 4.3108292279e-14 2.3761828610e-14 1.9346463669e-14
4.4696044922e+02 4.3225216367e-14 2.3774899825e-14 1.9450316542e-14
4.4702148438e+02 4.3215683905e-14 2.3887761974e-14 1.9327921931e-14
4.4708251953e+02 4.3203798201e-14 2.3932928973e-14 1.9270869228e-14
4.4714355469e+02 4.3041828931e-14 2.3843200006e-14 1.9198628925e-14
4.4720458984e+02 4.3030680585e-14 2.3813801301e-14 1.9216879284e-14
4.4726562500e+02 4.3005718318e-14 2.3776900145e-14 1.9228818173e-14
4.4732666016e+02 4.3159333540e-14 2.3816076023e-14 1.9343257517e-14
4.4738769531e+02 4.3132223097e-14 2.3718687688e-14 1.9413535409e-14
4.4744873047e+02 4.3101446269e-14 2.3729125114e-14 1.9372321155e-14
4.4750976562e+02 4.3055923546e-14 2.3742480089e-14 1.9313443457e-14
4.4757080078e+02 4.3094562140e-14 2.3748665119e-14 1.9345897021e-14
4.4763183594e+02 4.3146901798e-14 2.3793556277e-14 1.9353345522e-14
4.4769287109e+02 4.3158162720e-14 2.3929212205e-14 1.9228950515e-14
4.4775390625e+02 4.3299778785e-14 2.3959754818e-14 1.9340023967e-14
4.4781494141e+02 4.3520673287e-14 2.4115395237e-14 1.9405278050e-14
4.4787597656e+02 4.3265769815e-14 2.4054566235e-14 1.9211203580e-14
4.4793701172e+02 4.3036216553e-14 2.3795848955e-14 1.9240367597e-14
4.4799804688e+02 4.2768485638e-14 2.3606339834e-14 1.9162145804e-14
4.4805908203e+02 4.2955508616e-14 2.3703859981e-14 1.9251648635e-14
4.4812011719e+02 4.3056857694e-14 2.3821203709e-14 1.9235653985e-14
4.4818115234e+02 4.3002413879e-14 2.3780612124e-14 1.9221801755e-14
4.4824218750e+02 4.3237613343e-14 2.3857558807e-14 1.9380054536e-14
4.4830322266e+02 4.3198039823e-14 2.3924926986e-14 1.9273112838e-14
4.4836425781e+02 4.3074243394e-14 2.3858261601e-14 1.9215981794e-14
4.4842529297e+02 4.3089523522e-14 2.3803458051e-14 1.9286065471e-14
4.4848632812e+02 4.3153341980e-14 2.3862119138e-14 1.9291222842e-14
4.4854736328e+02 4.3202189974e-14 2.3871207872e-14 1.9330982102e-14
4.4860839844e+02 4.3228634839e-14 2.3899418706e-14 1.9329216134e-14
4.4866943359e+02 4.3024329403e-14 2.3783304084e-14 1.9241025319e-14
4.4873046875e+02 4.3256688588e-14 2.3905959825e-14 1.9350728763e-14
4.4879150391e+02 4.3132367159e-14 2.3743356837e-14 1.9389010322e-14
4.4885253906e+02 4.2979464280e-14 2.3638273505e-14 1.9341190775e-14
4.4891357422e+02 4.2931974374e-14 2.3697640013e-14 1.9234334361e-14
4.4897460938e+02 4.3299083568e-14 2.4017306164e-14 1.9281777404e-14
4.4903564453e+02 4.3554957870e-14 2.4153010809e-14 1.9401947061e-14
4.4909667969e+02 4.3485177238e-14 2.4002476330e-14 1.9482700908e-14
4.4915771484e+02 4.3373004443e-14 2.3979693851e-14 1.9393310592e-14
4.4921875000e+02 4.3299457744e-14 2.3834412364e-14 1.9465045379e-14
4.4927978516e+02 4.3132993191e-14 2.3691902991e-14 1.9441090200e-14
4.4934082031e+02 4.3223858107e-14 2.3844704380e-14 1.9379153727e-14
4.4940185547e+02 4.3064026533e-14 2.3827073667e-14 1.9236952865e-14
4.4946289062e+02 4.3311431006e-14 2.3932849496e-14 1.9378581509e-14
4.4952392578e+02 4.3445584462e-14 2.4000264084e-14 1.9445320378e-14
4.4958496094e+02 4.3211276807e-14 2.3928262511e-14 1.9283014295e-14
4.4964599609e+02 4.3092101727e-14 2.3927131405e-14 1.9164970322e-14
4.4970703125e+02 4.3285169308e-14 2.4049815498e-14 1.9235353811e-14
4.4976806641e+02 4.3422143292e-14 2.4015536677e-14 1.9406606616e-14
4.4982910156e+02 4.3224658839e-14 2.3777740569e-14 1.9446918271e-14
4.4989013672e+02 4.3232998192e-14 2.3787668295e-14 1.9445329897e-14
4.4995117188e+02 4.3254614314e-14 2.3920574812e-14 1.9334039502e-14
4.5001220703e+02 4.3184059617e-14 2.3811662297e-14 1.9372397320e-14
4.5007324219e+02 4.3138311472e-14 2.3736618449e-14 1.9401693023e-14
4.5013427734e+02 4.3135710854e-14 2.3712829904e-14 1.9422880949e-14
4.5019531250e+02 4.3112021668e-14 2.3821815168e-14 1.9290206500e-14
4.5025634766e+02 4.3155038135e-14 2.3869788577e-14 1.9285249558e-14
4.5031738281e+02 4.3407801848e-14 2.3923037945e-14 1.9484763903e-14
4.5037841797e+02 4.3172108319e-14 2.3651073392e-14 1.9521034927e-14
4.5043945312e+02 4.3245419372e-14 2.3862586174e-14 1.9382833198e-14
4.5050048828e+02 4.3450616144e-14 2.4087481176e-14 1.9363134968e-14
4.5056152344e+02 4.3253768012e-14 2.3850644997e-14 1.9403123016e-14
4.5062255859e+02 4.3092289390e-14 2.3794045548e-14 1.9298243842e-14
4.5068359375e+02 4.3103942795e-14 2.3785939937e-14 1.9318002858e-14
4.5074462891e+02 4.3178681516e-14 2.3818672883e-14 1.9360008632e-14
4.5080566406e+02 4.3062279265e-14 2.3875326382e-14 1.9186952882e-14
4.5086669922e+02 4.2948048482e-14 2.3801121524e-14 1.9146926958e-14
4.5092773438e+02 4.3161435873e-14 2.3910343825e-14 1.9251092047e-14
4.5098876953e+02 4.3194484074e-14 2.3939723841e-14 1.9254760233e-14
4.5104980469e+02 4.3215514422e-14 2.4009008611e-14 1.9206505811e-14
4.5111083984e+02 4.3085973137e-14 2.3944902350e-14 1.9141070786e-14
